"gene_symbol"	"organsystem"	"kegg_diseasename"
"CSF2"	"Cancers"	"Breast cancer"
"CSF2"	"Cancers"	"Colorectal cancer"
"CSF2"	"Cancers"	"Melanoma"
"CSF2"	"Cancers"	"Multiple myeloma"
"CSF2"	"Cancers"	"Thyroid cancer"
"CSF2"	"Cardiovascular diseases"	"Aplastic anemia"
"CSF2"	"Cardiovascular diseases"	"Deep vein thrombosis"
"CSF2"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"CSF2"	"Immune system diseases"	"Rheumatoid arthritis"
"CSF2"	"Mental and behavioural disorders"	"Schizophrenia"
"CSF2"	"Skin diseases"	"Psoriasis"
"CSF2RA"	"Congenital disorders of metabolism"	"Pulmonary alveolar proteinosis"
"CSF2RA"	"Mental and behavioural disorders"	"Schizophrenia"
"CSF2RB"	"Congenital disorders of metabolism"	"Pulmonary alveolar proteinosis"
"CSF2RB"	"Mental and behavioural disorders"	"Major depressive disorder"
"CSF2RB"	"Mental and behavioural disorders"	"Schizophrenia"
"CSF3"	"Cancers"	"Angiosarcoma"
"CSF3"	"Cancers"	"Bladder cancer"
"CSF3"	"Cancers"	"Breast cancer"
"CSF3"	"Cancers"	"Esophageal cancer"
"CSF3"	"Cancers"	"Hodgkin lymphoma"
"CSF3"	"Cancers"	"Leiomyosarcoma"
"CSF3"	"Cancers"	"Melanoma"
"CSF3"	"Cancers"	"Multiple myeloma"
"CSF3"	"Cancers"	"Non-small cell lung cancer"
"CSF3"	"Cancers"	"Small cell lung cancer"
"CSF3"	"Cardiovascular diseases"	"Aplastic anemia"
"CSF3"	"Congenital disorders of metabolism"	"Hyperbilirubinemia"
"CSF3"	"Skin diseases"	"Localized Scleroderma"
"CSF3"	"Skin diseases"	"Stevens-Johnson syndrome"
"CSF3R"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"CSH1"	"Congenital malformations"	"Russell-Silver syndrome"
"CSMD1"	"Cancers"	"Hepatocellular carcinoma"
"CSMD1"	"Mental and behavioural disorders"	"Bipolar disorder"
"CSMD1"	"Mental and behavioural disorders"	"Schizophrenia"
"CSMD1"	"Skin diseases"	"Psoriasis"
"CSMD2"	"Mental and behavioural disorders"	"Schizophrenia"
"CSMD3"	"Cancers"	"Colorectal cancer"
"CSMD3"	"Cancers"	"Renal cell carcinoma"
"CSMD3"	"Mental and behavioural disorders"	"Autism"
"CSNK1A1"	"Cancers"	"Adult T-cell leukemia"
"CSNK1A1L"	"Cancers"	"Colorectal cancer"
"CSNK1D"	"Cancers"	"Breast cancer"
"CSNK1E"	"Mental and behavioural disorders"	"Bipolar disorder"
"CSNK1E"	"Mental and behavioural disorders"	"Schizophrenia"
"CSNK2A1"	"Cancers"	"Adult T-cell leukemia"
"CSNK2A1"	"Cancers"	"Squamous cell carcinoma"
"CSNK2A2"	"Cancers"	"Squamous cell carcinoma"
"CSNK2B"	"Cancers"	"Adult T-cell leukemia"
"CSNK2B"	"Cancers"	"Squamous cell carcinoma"
"CSPG4"	"Cancers"	"Hepatocellular carcinoma"
"CSPG5"	"Mental and behavioural disorders"	"Schizophrenia"
"CSPP1"	"Congenital malformations"	"Joubert syndrome"
"CSPP1"	"Congenital malformations"	"Meckel syndrome"
"CSRNP1"	"Cancers"	"Hepatocellular carcinoma"
"CSRNP3"	"Cancers"	"Colorectal cancer"
"CSRP1"	"Cancers"	"Prostate cancer"
"CSRP1"	"Mental and behavioural disorders"	"Bipolar disorder"
"CST1"	"Cancers"	"Gastric cancer"
"CST1"	"Cancers"	"Prostate cancer"
"CST3"	"Cancers"	"Meningioma"
"CST3"	"Nervous system diseases"	"Alzheimer disease"
"CST4"	"Cancers"	"Breast cancer"
"CST6"	"Cancers"	"Breast cancer"
"CST6"	"Cancers"	"Melanoma"
"CST6"	"Cancers"	"Non-small cell lung cancer"
"CST6"	"Cancers"	"Prostate cancer"
"CST7"	"Cancers"	"Gastric cancer"
"CSTB"	"Cancers"	"Meningioma"
"CSTB"	"Nervous system diseases"	"Unverricht-Lundborg disease"
"CTBP1"	"Cancers"	"Colorectal cancer"
"CTBP1"	"Other congenital disorders"	"4p deletion syndrome"
"CTBP2"	"Cancers"	"Prostate cancer"
"CTC1"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"CTC1"	"Nervous system diseases"	"Coats plus syndrome"
"CTC1"	"Other congenital disorders"	"Dyskeratosis congenita"
"CTCF"	"Cancers"	"Nephroblastoma"
"CTCF"	"Cancers"	"T-cell acute lymphoblastic leukemia"
"CTCF"	"Congenital malformations"	"Perlman syndrome"
"CTCF"	"Mental and behavioural disorders"	"Schizophrenia"
"CTH"	"Cancers"	"Melanoma"
"CTH"	"Congenital disorders of metabolism"	"Cystathioninuria"
"CTHRC1"	"Digestive system diseases"	"Barrett esophagus"
"CTIF"	"Cancers"	"Breast cancer"
"CTLA4"	"Cancers"	"Adult T-cell leukemia"
"CTLA4"	"Cancers"	"Melanoma"
"CTLA4"	"Cancers"	"Mycosis fungoides"
"CTLA4"	"Digestive system diseases"	"Celiac disease"
"CTLA4"	"Immune system diseases"	"Combined immunodeficiency"
"CTLA4"	"Immune system diseases"	"Common variable immunodeficiency"
"CTLA4"	"Immune system diseases"	"Graft-versus-host disease"
"CTLA4"	"Immune system diseases"	"Graves disease"
"CTLA4"	"Immune system diseases"	"Hashimoto thyroiditis"
"CTLA4"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"CTLA4"	"Immune system diseases"	"Rheumatoid arthritis"
"CTLA4"	"Mental and behavioural disorders"	"Bipolar disorder"
"CTLA4"	"Mental and behavioural disorders"	"Major depressive disorder"
"CTLA4"	"Mental and behavioural disorders"	"Schizophrenia"
"CTLA4"	"Skin diseases"	"Granulomatosis with polyangiitis"
"CTNNA1"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"CTNNA2"	"Cancers"	"Gastric cancer"
"CTNNA2"	"Congenital malformations"	"Lissencephaly"
"CTNNA2"	"Mental and behavioural disorders"	"Schizophrenia"
"CTNNA3"	"Immune system diseases"	"Asthma"
"CTNNB1"	"Cancers"	"Adrenal carcinoma"
"CTNNB1"	"Cancers"	"Angiosarcoma"
"CTNNB1"	"Cancers"	"Breast cancer"
"CTNNB1"	"Cancers"	"Cervical cancer"
"CTNNB1"	"Cancers"	"Colorectal cancer"
"CTNNB1"	"Cancers"	"Endometrial cancer"
"CTNNB1"	"Cancers"	"Hepatoblastoma"
"CTNNB1"	"Cancers"	"Hepatocellular carcinoma"
"CTNNB1"	"Cancers"	"Medulloblastoma"
"CTNNB1"	"Cancers"	"Melanoma"
"CTNNB1"	"Cancers"	"Nephroblastoma"
"CTNNB1"	"Cancers"	"Ovarian cancer"
"CTNNB1"	"Cancers"	"Pancreatic cancer"
"CTNNB1"	"Cancers"	"Prostate cancer"
"CTNNB1"	"Congenital malformations"	"Perlman syndrome"
"CTNNB1"	"Congenital malformations"	"Primary microcephaly"
"CTNNB1"	"Eye disease"	"Familial exudative vitreoretinopathy"
"CTNNB1"	"Mental and behavioural disorders"	"Schizophrenia"
"CTNNB1"	"Skin diseases"	"Pilomatricoma"
"CTNNB1"	"Skin diseases"	"Stevens-Johnson syndrome"
"CTNND2"	"Cancers"	"Colorectal cancer"
"CTNND2"	"Mental and behavioural disorders"	"Major depressive disorder"
"CTNND2"	"Mental and behavioural disorders"	"Schizophrenia"
"CTNS"	"Congenital disorders of metabolism"	"Cystinosis"
"CTRC"	"Digestive system diseases"	"Hereditary pancreatitis"
"CTRC"	"Digestive system diseases"	"Tropical calcific pancreatitis"
"CTRL"	"Mental and behavioural disorders"	"Schizophrenia"
"CTSA"	"Congenital disorders of metabolism"	"Galactosialidosis"
"CTSB"	"Cancers"	"Prostate cancer"
"CTSB"	"Cancers"	"Renal cell carcinoma"
"CTSC"	"Cancers"	"Gastric cancer"
"CTSC"	"Congenital disorders of metabolism"	"Papillon-Lefevre syndrome"
"CTSC"	"Congenital disorders of metabolism"	"Papillon-Lefevre syndrome"
"CTSC"	"Digestive system diseases"	"Prepubertal periodontitis"
"CTSC"	"Skin diseases"	"Haim-Munk syndrome"
"CTSD"	"Cancers"	"Hepatocellular carcinoma"
"CTSD"	"Cancers"	"Prostate cancer"
"CTSD"	"Cancers"	"Renal cell carcinoma"
"CTSD"	"Immune system diseases"	"Rheumatoid arthritis"
"CTSH"	"Cancers"	"Colorectal cancer"
"CTSH"	"Nervous system diseases"	"Narcolepsy"
"CTSK"	"Congenital disorders of metabolism"	"Pycnodysostosis"
"CTSK"	"Mental and behavioural disorders"	"Schizophrenia"
"CTSL"	"Cancers"	"Gastric cancer"
"CTSL"	"Cancers"	"Meningioma"
"CTTN"	"Cancers"	"Squamous cell carcinoma"
"CTTN"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"CTU1"	"Cancers"	"Breast cancer"
"CTU2"	"Cancers"	"Breast cancer"
"CTXN3"	"Mental and behavioural disorders"	"Schizophrenia"
"CUBN"	"Cancers"	"Breast cancer"
"CUBN"	"Cancers"	"Colorectal cancer"
"CUBN"	"Cancers"	"Melanoma"
"CUL1"	"Skin diseases"	"Stevens-Johnson syndrome"
"CUL3"	"Cancers"	"Melanoma"
"CUL3"	"Cancers"	"Prostate cancer"
"CUL4A"	"Cardiovascular diseases"	"Atrial fibrillation"
"CUL4A"	"Skin diseases"	"Stevens-Johnson syndrome"
"CUL5"	"Cancers"	"Breast cancer"
"CUL7"	"Cancers"	"Renal cell carcinoma"
"CUL7"	"Congenital malformations"	"3M syndrome"
"CUL7"	"Mental and behavioural disorders"	"Autism"
"CUTC"	"Cancers"	"Breast cancer"
"CUX1"	"Cancers"	"Breast cancer"
"CUX1"	"Cancers"	"Colorectal cancer"
"CUX1"	"Cancers"	"Endometrial cancer"
"CUX1"	"Cancers"	"Melanoma"
"CUX1"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"CUX1"	"Mental and behavioural disorders"	"Major depressive disorder"
"CUX2"	"Mental and behavioural disorders"	"Bipolar disorder"
"CUX2"	"Nervous system diseases"	"Lennox-Gastaut syndrome"
"CX3CL1"	"Cancers"	"Prostate cancer"
"CXCL1"	"Immune system diseases"	"Autoimmune hepatitis"
"CXCL1"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"CXCL10"	"Cancers"	"Thyroid cancer"
"CXCL10"	"Digestive system diseases"	"Celiac disease"
"CXCL10"	"Digestive system diseases"	"Primary biliary cirrhosis"
"CXCL10"	"Mental and behavioural disorders"	"Major depressive disorder"
"CXCL10"	"Urinary system diseases"	"Interstitial cystitis"
"CXCL11"	"Digestive system diseases"	"Celiac disease"
"CXCL11"	"Urinary system diseases"	"Interstitial cystitis"
"CXCL12"	"Cancers"	"Breast cancer"
"CXCL12"	"Cancers"	"Hepatocellular carcinoma"
"CXCL12"	"Cancers"	"Prostate cancer"
"CXCL12"	"Cardiovascular diseases"	"Coronary artery disease"
"CXCL13"	"Reproductive system diseases"	"Endometriosis"
"CXCL14"	"Cancers"	"Hepatocellular carcinoma"
"CXCL14"	"Immune system diseases"	"Asthma"
"CXCL14"	"Reproductive system diseases"	"Endometriosis"
"CXCL2"	"Cancers"	"Breast cancer"
"CXCL2"	"Cancers"	"Esophageal cancer"
"CXCL2"	"Cardiovascular diseases"	"High blood pressure"
"CXCL2"	"Immune system diseases"	"Rheumatoid arthritis"
"CXCL3"	"Cancers"	"Breast cancer"
"CXCL6"	"Immune system diseases"	"Rheumatoid arthritis"
"CXCL8"	"Cancers"	"Bladder cancer"
"CXCL8"	"Cancers"	"Breast cancer"
"CXCL8"	"Cancers"	"Colorectal cancer"
"CXCL8"	"Cancers"	"Endometrial cancer"
"CXCL8"	"Cancers"	"Gastric cancer"
"CXCL8"	"Cancers"	"Hepatocellular carcinoma"
"CXCL8"	"Cancers"	"Non-small cell lung cancer"
"CXCL8"	"Cancers"	"Ovarian cancer"
"CXCL8"	"Cancers"	"Pancreatic cancer"
"CXCL8"	"Cancers"	"Prostate cancer"
"CXCL8"	"Cancers"	"Squamous cell carcinoma"
"CXCL8"	"Cancers"	"Thyroid cancer"
"CXCL8"	"Congenital disorders of metabolism"	"Wilson disease"
"CXCL8"	"Digestive system diseases"	"Barrett esophagus"
"CXCL8"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"CXCL8"	"Immune system diseases"	"Behcet disease"
"CXCL8"	"Immune system diseases"	"Behcet disease"
"CXCL8"	"Immune system diseases"	"Rheumatoid arthritis"
"CXCL8"	"Immune system diseases"	"Ulcerative colitis"
"CXCL8"	"Mental and behavioural disorders"	"Bipolar disorder"
"CXCL8"	"Other congenital disorders"	"Down syndrome"
"CXCL8"	"Skin diseases"	"Pemphigoid"
"CXCL9"	"Cancers"	"Breast cancer"
"CXCL9"	"Digestive system diseases"	"Celiac disease"
"CXCL9"	"Digestive system diseases"	"Primary biliary cirrhosis"
"CXCL9"	"Reproductive system diseases"	"Endometriosis"
"CXCL9"	"Urinary system diseases"	"Interstitial cystitis"
"CXCR1"	"Immune system diseases"	"Ulcerative colitis"
"CXCR2"	"Cardiovascular diseases"	"High blood pressure"
"CXCR2"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"CXCR2"	"Immune system diseases"	"Ulcerative colitis"
"CXCR4"	"Cancers"	"Breast cancer"
"CXCR4"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"CXCR4"	"Immune system diseases"	"Rheumatoid arthritis"
"CXCR4"	"Nervous system diseases"	"Neuropathic pain"
"CXCR5"	"Cancers"	"Breast cancer"
"CXCR5"	"Digestive system diseases"	"Primary biliary cirrhosis"
"CYB5A"	"Reproductive system diseases"	"Endometriosis"
"CYB5D2"	"Cancers"	"Colorectal cancer"
"CYB5R3"	"Cardiovascular diseases"	"Methemoglobinemia"
"CYB5R3"	"Congenital disorders of metabolism"	"Dihydrolipoamide dehydrogenase deficiency"
"CYB5R4"	"Cancers"	"Breast cancer"
"CYBA"	"Cardiovascular diseases"	"High blood pressure"
"CYBA"	"Immune system diseases"	"Chronic granulomatous disease"
"CYBB"	"Cardiovascular diseases"	"High blood pressure"
"CYBB"	"Immune system diseases"	"Chronic granulomatous disease"
"CYBC1"	"Immune system diseases"	"Chronic granulomatous disease"
"CYC1"	"Congenital disorders of metabolism"	"Mitochondrial complex III deficiency"
"CYCS"	"Congenital disorders of metabolism"	"Methylmalonic aciduria"
"CYFIP1"	"Mental and behavioural disorders"	"Schizophrenia"
"CYGB"	"Digestive system diseases"	"Primary biliary cirrhosis"
"CYLD"	"Cancers"	"Cervical cancer"
"CYLD"	"Cancers"	"Hepatocellular carcinoma"
"CYLD"	"Cancers"	"Non-small cell lung cancer"
"CYLD"	"Skin diseases"	"Brooke-Spiegler syndrome"
"CYLD"	"Skin diseases"	"Familial cylindromatosis"
"CYLD"	"Skin diseases"	"Multiple familial trichoepithelioma"
"CYP11A1"	"Cancers"	"Endometrial cancer"
"CYP11B1"	"Endocrine and metabolic diseases"	"Primary aldosteronism"
"CYP11B2"	"Cancers"	"Prostate cancer"
"CYP11B2"	"Endocrine and metabolic diseases"	"Primary aldosteronism"
"CYP17A1"	"Cancers"	"Breast cancer"
"CYP17A1"	"Cancers"	"Hepatocellular carcinoma"
"CYP17A1"	"Cancers"	"Prostate cancer"
"CYP17A1"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"CYP17A1"	"Endocrine and metabolic diseases"	"Congenital adrenal hyperplasia"
"CYP17A1"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"CYP17A1"	"Endocrine and metabolic diseases"	"Hypopituitarism"
"CYP17A1"	"Nervous system diseases"	"Neuropathic pain"
"CYP19A1"	"Cancers"	"Breast cancer"
"CYP19A1"	"Cancers"	"Esophageal cancer"
"CYP19A1"	"Cancers"	"Prostate cancer"
"CYP19A1"	"Endocrine and metabolic diseases"	"Aromatase deficiency"
"CYP19A1"	"Endocrine and metabolic diseases"	"Aromatase excess syndrome"
"CYP19A1"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"CYP19A1"	"Endocrine and metabolic diseases"	"Hypopituitarism"
"CYP19A1"	"Mental and behavioural disorders"	"Autism"
"CYP19A1"	"Musculoskeletal diseases"	"Osteoporosis"
"CYP19A1"	"Reproductive system diseases"	"Endometriosis"
"CYP19A1"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"CYP1A1"	"Cancers"	"Breast cancer"
"CYP1A1"	"Cancers"	"Hepatocellular carcinoma"
"CYP1A1"	"Cancers"	"Prostate cancer"
"CYP1A1"	"Cardiovascular diseases"	"High blood pressure"
"CYP1A1"	"Cardiovascular diseases"	"Long QT syndrome"
"CYP1A2"	"Cancers"	"Colorectal cancer"
"CYP1A2"	"Cancers"	"Hepatocellular carcinoma"
"CYP1A2"	"Cancers"	"Squamous cell carcinoma"
"CYP1A2"	"Cardiovascular diseases"	"Methemoglobinemia"
"CYP1A2"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"CYP1A2"	"Mental and behavioural disorders"	"Schizophrenia"
"CYP1B1"	"Cancers"	"Breast cancer"
"CYP1B1"	"Cancers"	"Colorectal cancer"
"CYP1B1"	"Cancers"	"Melanoma"
"CYP1B1"	"Cancers"	"Oral cancer"
"CYP1B1"	"Cancers"	"Ovarian cancer"
"CYP1B1"	"Cancers"	"Prostate cancer"
"CYP1B1"	"Cancers"	"Squamous cell carcinoma"
"CYP1B1"	"Congenital malformations"	"Anterior segment dysgenesis"
"CYP1B1"	"Congenital malformations"	"Peters anomaly"
"CYP1B1"	"Congenital malformations"	"Primary congenital glaucoma"
"CYP21A2"	"Endocrine and metabolic diseases"	"Congenital adrenal hyperplasia"
"CYP24A1"	"Cancers"	"Breast cancer"
"CYP24A1"	"Musculoskeletal diseases"	"Osteoporosis"
"CYP26A1"	"Cancers"	"Esophageal cancer"
"CYP26A1"	"Digestive system diseases"	"Barrett esophagus"
"CYP26A1"	"Digestive system diseases"	"Familial adenomatous polyposis"
"CYP26A1"	"Reproductive system diseases"	"Endometriosis"
"CYP26C1"	"Congenital malformations"	"Focal facial dermal dysplasia"
"CYP2A6"	"Cancers"	"Colorectal cancer"
"CYP2A6"	"Cancers"	"Gastric cancer"
"CYP2A6"	"Cancers"	"Nasopharyngeal cancer"
"CYP2A6"	"Cancers"	"Prostate cancer"
"CYP2A6"	"Congenital disorders of metabolism"	"Coumarin resistance"
"CYP2B6"	"Cancers"	"Hepatocellular carcinoma"
"CYP2C18"	"Cancers"	"Prostate cancer"
"CYP2C19"	"Cancers"	"Prostate cancer"
"CYP2C19"	"Cardiovascular diseases"	"Atrial fibrillation"
"CYP2C19"	"Mental and behavioural disorders"	"Major depressive disorder"
"CYP2C8"	"Cancers"	"Hepatocellular carcinoma"
"CYP2C9"	"Congenital disorders of metabolism"	"Coumarin resistance"
"CYP2C9"	"Mental and behavioural disorders"	"Major depressive disorder"
"CYP2D6"	"Cancers"	"Breast cancer"
"CYP2D6"	"Mental and behavioural disorders"	"Major depressive disorder"
"CYP2D6"	"Mental and behavioural disorders"	"Schizophrenia"
"CYP2D6"	"Nervous system diseases"	"Alzheimer disease"
"CYP2D6"	"Nervous system diseases"	"Parkinson disease"
"CYP2E1"	"Cancers"	"Hepatocellular carcinoma"
"CYP2E1"	"Cancers"	"Non-small cell lung cancer"
"CYP2E1"	"Cancers"	"Prostate cancer"
"CYP2E1"	"Digestive system diseases"	"Nonalcoholic fatty liver disease"
"CYP2E1"	"Mental and behavioural disorders"	"Schizophrenia"
"CYP2E1"	"Nervous system diseases"	"Parkinson disease"
"CYP2R1"	"Immune system diseases"	"Vogt-Koyanagi-Harada syndrome"
"CYP2S1"	"Skin diseases"	"Psoriasis"
"CYP39A1"	"Cancers"	"Hepatocellular carcinoma"
"CYP3A4"	"Cancers"	"Breast cancer"
"CYP3A4"	"Cancers"	"Osteosarcoma"
"CYP3A4"	"Cancers"	"Prostate cancer"
"CYP3A4"	"Mental and behavioural disorders"	"Schizophrenia"
"CYP3A43"	"Cancers"	"Prostate cancer"
"CYP3A5"	"Cancers"	"Prostate cancer"
"CYP3A5"	"Mental and behavioural disorders"	"Schizophrenia"
"CYP46A1"	"Nervous system diseases"	"Alzheimer disease"
"CYP4A11"	"Cancers"	"Hepatocellular carcinoma"
"CYP4B1"	"Cancers"	"Bladder cancer"
"CYP4F22"	"Congenital malformations"	"Congenital ichthyosis"
"CYP4V2"	"Eye disease"	"Bietti crystalline corneoretinal dystrophy"
"CYP4V2"	"Eye disease"	"Retinitis pigmentosa"
"CYP7B1"	"Cancers"	"Prostate cancer"
"CYREN"	"Cancers"	"Colorectal cancer"
"CYTB"	"Cancers"	"Colorectal cancer"
"CYTB"	"Congenital disorders of metabolism"	"MELAS Syndrome"
"CYTH1"	"Cardiovascular diseases"	"Atrial fibrillation"
"D2HGDH"	"Congenital disorders of metabolism"	"Combined D-2- and L-2-hydroxyglutaric aciduria"
"D2HGDH"	"Congenital disorders of metabolism"	"D-2-hydroxyglutaric aciduria"
"D2HGDH"	"Congenital disorders of metabolism"	"L-2-hydroxyglutaric aciduria"
"DAAM2"	"Mental and behavioural disorders"	"Schizophrenia"
"DAAM2"	"Musculoskeletal diseases"	"Osteoporosis"
"DAB1"	"Mental and behavioural disorders"	"Autism"
"DAB2IP"	"Cancers"	"Prostate cancer"
"DAB2IP"	"Cardiovascular diseases"	"Myocardial infarction"
"DACH2"	"Reproductive system diseases"	"Premature ovarian failure"
"DACT1"	"Cancers"	"Colorectal cancer"
"DACT1"	"Congenital malformations"	"Townes-Brocks syndrome"
"DACT3"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"DAG1"	"Cancers"	"Prostate cancer"
"DAG1"	"Musculoskeletal diseases"	"Fukuyama congenital muscular dystrophy"
"DAO"	"Mental and behavioural disorders"	"Autism"
"DAO"	"Mental and behavioural disorders"	"Bipolar disorder"
"DAO"	"Mental and behavioural disorders"	"Schizophrenia"
"DAOA"	"Mental and behavioural disorders"	"Bipolar disorder"
"DAOA"	"Mental and behavioural disorders"	"Major depressive disorder"
"DAOA"	"Mental and behavioural disorders"	"Schizophrenia"
"DAOA-AS1"	"Mental and behavioural disorders"	"Bipolar disorder"
"DAOA-AS1"	"Mental and behavioural disorders"	"Schizophrenia"
"DAP"	"Immune system diseases"	"Ulcerative colitis"
"DAP3"	"Cancers"	"Breast cancer"
"DAPK1"	"Cancers"	"Non-small cell lung cancer"
"DAPK1"	"Cancers"	"Renal cell carcinoma"
"DAPK1"	"Cancers"	"Salivary gland cancer"
"DAPK1"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"DAPK1"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"DAW1"	"Cancers"	"Breast cancer"
"DAXX"	"Cancers"	"Adrenal carcinoma"
"DAXX"	"Cancers"	"Pancreatic cancer"
"DAZAP1"	"Cancers"	"Breast cancer"
"DAZAP1"	"Mental and behavioural disorders"	"Bipolar disorder"
"DAZAP1"	"Mental and behavioural disorders"	"Schizophrenia"
"DBH"	"Cancers"	"Hepatocellular carcinoma"
"DBH"	"Cancers"	"Neuroblastoma"
"DBH"	"Mental and behavioural disorders"	"Bipolar disorder"
"DBH"	"Mental and behavioural disorders"	"Major depressive disorder"
"DBH"	"Nervous system diseases"	"Dopamine beta-hydroxylase deficiency"
"DBN1"	"Cancers"	"Breast cancer"
"DBN1"	"Mental and behavioural disorders"	"Bipolar disorder"
"DBN1"	"Mental and behavioural disorders"	"Schizophrenia"
"DBNL"	"Mental and behavioural disorders"	"Bipolar disorder"
"DBT"	"Congenital disorders of metabolism"	"Maple syrup urine disease"
"DCAF17"	"Congenital malformations"	"Woodhouse-Sakati syndrome"
"DCAF4L2"	"Cancers"	"Hepatocellular carcinoma"
"DCAF6"	"Cancers"	"Prostate cancer"
"DCANP1"	"Mental and behavioural disorders"	"Major depressive disorder"
"DCBLD1"	"Cancers"	"Melanoma"
"DCBLD2"	"Cancers"	"Gastric cancer"
"DCBLD2"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"DCC"	"Cancers"	"Colorectal cancer"
"DCC"	"Cancers"	"Esophageal cancer"
"DCC"	"Cancers"	"Melanoma"
"DCC"	"Mental and behavioural disorders"	"Schizophrenia"
"DCDC2"	"Mental and behavioural disorders"	"Schizophrenia"
"DCHS1"	"Cancers"	"Colorectal cancer"
"DCHS1"	"Congenital malformations"	"Periventricular nodular heterotopia"
"DCHS1"	"Congenital malformations"	"Van Maldergem syndrome"
"DCLK1"	"Cancers"	"Colorectal cancer"
"DCLK1"	"Mental and behavioural disorders"	"Bipolar disorder"
"DCLK1"	"Mental and behavioural disorders"	"Schizophrenia"
"DCLRE1B"	"Other congenital disorders"	"Hoyeraal-Hreidarsson syndrome"
"DCLRE1C"	"Immune system diseases"	"Combined immunodeficiency"
"DCN"	"Cancers"	"Endometrial cancer"
"DCN"	"Cancers"	"Hepatocellular carcinoma"
"DCPS"	"Congenital malformations"	"Al-Raqad syndrome"
"DCR"	"Other congenital disorders"	"Down syndrome"
"DCSTAMP"	"Musculoskeletal diseases"	"Paget disease of bone"
"DCSTAMP"	"Reproductive system diseases"	"Endometriosis"
"DCTN1"	"Nervous system diseases"	"Parkinsonian syndrome"
"DCTN1"	"Nervous system diseases"	"Perry syndrome"
"DCTN4"	"Congenital disorders of metabolism"	"Cystic fibrosis"
"DCTN5"	"Mental and behavioural disorders"	"Bipolar disorder"
"DCXR"	"Cancers"	"Prostate cancer"
"DCXR"	"Congenital disorders of metabolism"	"Pentosuria"
"DDAH2"	"Cardiovascular diseases"	"Coronary artery disease"
"DDB1"	"Cancers"	"Gastric cancer"
"DDB2"	"Cancers"	"Basal cell carcinoma"
"DDB2"	"Cancers"	"Melanoma"
"DDB2"	"Cancers"	"Squamous cell carcinoma"
"DDC"	"Mental and behavioural disorders"	"Bipolar disorder"
"DDC"	"Mental and behavioural disorders"	"Major depressive disorder"
"DDC"	"Nervous system diseases"	"Aromatic L-amino acid decarboxylase deficiency"
"DDC"	"Nervous system diseases"	"Parkinson disease"
"DDC"	"Nervous system diseases"	"Parkinsonian syndrome"
"DDIT3"	"Cancers"	"Breast cancer"
"DDIT3"	"Cancers"	"Colorectal cancer"
"DDIT3"	"Cardiovascular diseases"	"Myocardial infarction"
"DDIT3"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"DDIT3"	"Urinary system diseases"	"Nephrotic syndrome"
"DDIT4"	"Immune system diseases"	"Rheumatoid arthritis"
"DDIT4"	"Mental and behavioural disorders"	"Major depressive disorder"
"DDIT4"	"Nervous system diseases"	"Parkinson disease"
"DDIT4L"	"Cancers"	"Melanoma"
"DDO"	"Cancers"	"Breast cancer"
"DDO"	"Mental and behavioural disorders"	"Schizophrenia"
"DDR1"	"Cancers"	"Prostate cancer"
"DDR1"	"Mental and behavioural disorders"	"Schizophrenia"
"DDR2"	"Cancers"	"Squamous cell carcinoma"
"DDX10"	"Cancers"	"Breast cancer"
"DDX11"	"Congenital malformations"	"Warsaw breakage syndrome"
"DDX18"	"Cancers"	"Breast cancer"
"DDX3X"	"Cancers"	"Breast cancer"
"DDX3X"	"Cancers"	"T-cell acute lymphoblastic leukemia"
"DDX5"	"Reproductive system diseases"	"Endometriosis"
"DDX54"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"DDX58"	"Congenital malformations"	"Singleton-Merten syndrome"
"DDX58"	"Skin diseases"	"Psoriasis"
"DDX59"	"Cancers"	"Breast cancer"
"DDX59"	"Congenital malformations"	"Oral-facial-digital syndrome"
"DDX6"	"Immune system diseases"	"Rheumatoid arthritis"
"DEAF1"	"Mental and behavioural disorders"	"Major depressive disorder"
"DEAF1"	"Other congenital disorders"	"Smith-Magenis syndrome"
"DEFA4"	"Cancers"	"Colorectal cancer"
